geocode,publisher,activity_or_facility,row_count
E07000207,Places Leisure,,30250
E07000207,Places Leisure,Hatha Yoga,5
E07000207,Playwaze,FitSteps®,4
E07000207,TeamUp,,2484
E07000208,Matthew Arnold Sports Centre,Sports Hall,3912
E07000208,Our Parks,Bootcamp,7
E07000209,Bookwhen,"Baby Yoga, Yoga",12
E07000209,Bookwhen,Yoga,24
E07000209,British Triathlon,Triathlon,4
E07000209,England Netball,Netball,1
E07000209,Exercise Anywhere,Nordic Walking,6
E07000209,Played,Golf,24
E07000209,Playwaze,FitSteps®,36
E07000209,TeamUp,,1266
E07000210,Better,Aerobics,24
E07000210,Better,Aqua Aerobics,156
E07000210,Better,Badminton,180
E07000210,Better,Basketball,20
E07000210,Better,"Body Combat™, Group Exercise",24
E07000210,Better,Body Conditioning,400
E07000210,Better,"Body Conditioning, Group Exercise",388
E07000210,Better,Boxfit,204
E07000210,Better,Circuit Training,28
E07000210,Better,"Core Stability, Abs/Core, Group Exercise",148
E07000210,Better,"Dance Fitness, Group Exercise",80
E07000210,Better,Group Exercise,964
E07000210,Better,"Hatha Yoga, Yoga",308
E07000210,Better,HIIT,72
E07000210,Better,Indoor Cycling,1752
E07000210,Better,"Konga®, Group Exercise",24
E07000210,Better,Legs Bums And Tums,124
E07000210,Better,Multisports,120
E07000210,Better,Pickleball,68
E07000210,Better,Pilates,308
E07000210,Better,Pump Fx,44
E07000210,Better,Short Tennis,24
E07000210,Better,Soft Play,10032
E07000210,Better,Step Aerobics,76
E07000210,Better,Strength and Conditioning,80
E07000210,Better,Swimming,47016
E07000210,Better,Swimming Lessons,152
E07000210,Better,Table Tennis,92
E07000210,Better,Walking Basketball,28
E07000210,Better,Walking Cricket,24
E07000210,Better,Walking Netball,72
E07000210,Better,Zumba®,76
E07000210,British Triathlon,Triathlon,1
E07000210,GLL,"Adult Activities, Swimming",9
E07000210,GLL,"Badminton, Swimming",4
E07000210,GLL,"Family Activities, Swimming",16
E07000210,GLL,"Fitness Classes, Swimming",1470
E07000210,GLL,"Fitness classes, Swimming",7
E07000210,GLL,"Gym Workout, Swimming",207
E07000210,GLL,"Kids Activities , Swimming",33
E07000210,GLL,"Legs, Bums & Tums, Swimming",35
E07000210,GLL,"Senior  Activities, Swimming",57
E07000210,GLL,"Strength Basics, Swimming",14
E07000210,GLL,Swimming,119
E07000210,GLL,"Swimming, Swimming",392
E07000210,Playwaze,FitSteps®,4
E07000211,Better,Activity Holiday Camp,104
E07000211,Better,Aerobics,108
E07000211,Better,Aqua Aerobics,180
E07000211,Better,Badminton,24
E07000211,Better,Ballet Fitness,108
E07000211,Better,Basketball,168
E07000211,Better,Body Combat™,108
E07000211,Better,Body Conditioning,352
E07000211,Better,Boxfit,48
E07000211,Better,Circuit Training,424
E07000211,Better,"Core Stability, Abs/Core, Group Exercise",264
E07000211,Better,Dance,24
E07000211,Better,"Dance Fitness, Group Exercise",64
E07000211,Better,Football,104
E07000211,Better,Group Exercise,24
E07000211,Better,"Hatha Yoga, Yoga",528
E07000211,Better,HIIT,44
E07000211,Better,Indoor Cycling,1160
E07000211,Better,Legs Bums And Tums,188
E07000211,Better,Multisports,120
E07000211,Better,Personal Training,6068
E07000211,Better,Pilates,1268
E07000211,Better,Pump Fx,304
E07000211,Better,Rebound,24
E07000211,Better,Short Mat Bowls,24
E07000211,Better,Soft Play,18032
E07000211,Better,"Spinning, Indoor Cycling",20
E07000211,Better,Swimming,61464
E07000211,Better,Swimming Lessons,168
E07000211,Better,"Swimming, Aqua Aerobics",208
E07000211,Better,Table Tennis,140
E07000211,Better,Tai Chi,20
E07000211,Better,Tennis,52
E07000211,Better,Walking Football,48
E07000211,Better,Walking Netball,104
E07000211,Better,Yoga,124
E07000211,Better,Zumba®,224
E07000211,Bookwhen,"Chair Based Exercise, Hatha Yoga, Yoga",12
E07000211,Bookwhen,Dance Fitness,12
E07000211,Bookwhen,Zumba®,12
E07000211,GLL,"Adult Activities, Swimming",17
E07000211,GLL,"Fitness Classes, Swimming",1103
E07000211,GLL,"Fitness classes, Swimming",26
E07000211,GLL,"Football, Swimming",8
E07000211,GLL,"Games, Swimming",24
E07000211,GLL,"Gym Workout, Swimming",265
E07000211,GLL,"Holiday Activities, Swimming",6
E07000211,GLL,"Kids Activities , Swimming",65
E07000211,GLL,"Legs, Bums & Tums, Swimming",37
E07000211,GLL,"Senior  Activities, Swimming",8
E07000211,GLL,Swimming,161
E07000211,GLL,"Swimming, Swimming",750
E07000211,Playwaze,FitSteps®,8
E07000212,British Triathlon,Triathlon,1
E07000212,Matthew Arnold Sports Centre,Sports Hall,2458
E07000212,Playwaze,FitSteps® Original,8
E07000212,Playwaze,Flexibility/Stretching,16
E07000212,Playwaze,Group Exercise > Yoga,4
E07000213,Matthew Arnold Sports Centre,Sports Hall,4320
E07000213,Places Leisure,,29680
E07000213,Places Leisure,Body Conditioning,10
E07000213,Places Leisure,Bodybalance™,5
E07000213,Places Leisure,Bodypump™,10
E07000213,Places Leisure,Dance,5
E07000213,Places Leisure,Rpm™,5
E07000213,Places Leisure,Swimming,5
E07000213,Places Leisure,Yogalates™,5
E07000213,Sunbury Cricket Club,Sports Hall,56940
E07000213,TeamUp,,144
E07000214,Bookwhen,Pilates,64
E07000214,GoodGym,Running,1
E07000214,Matthew Arnold Sports Centre,Sports Hall,12372
E07000214,Places Leisure,,28460
E07000214,TeamUp,,282
E07000216,,Tennis,34
E07000216,Bookwhen,"Dance, Group Exercise, Zumba®",12
E07000216,Bookwhen,"Flexibility/Stretching, Pilates",12
E07000216,Bookwhen,"Group Exercise, Kettlebells",4
E07000216,Bookwhen,"Group Exercise, Rebound, Trampoline Fitness, Trampolining",24
E07000216,Bookwhen,Zumba®,4
E07000216,Everyone Active,,106850
E07000216,Everyone Active,Phase IV Cardiac Rehabilitation,5
E07000216,Everyone Active,Pilates,5
E07000216,Everyone Active,Swimming,5
E07000216,Playwaze,FitSteps®,4
E07000216,Playwaze,Football,4
E07000216,Playwaze,Tennis,48
E07000216,Woolmer Hill Sports Association,Sports Hall,404958
E07000217,GoodGym,Running,19
E07000217,Playwaze,Badminton,4
E07000217,TeamUp,,66
E07000218,Bookwhen,Meditation,4
E07000219,Everyone Active,,89830
E07000220,Better,Climbing,52
E07000220,Better,Multisports,268
E07000220,Better,Soft Play,5320
E07000220,Better,Swimming,5284
E07000220,England Netball,Netball,1
E07000220,Exercise Anywhere,Nordic Walking,3
E07000220,GLL,"Fitness Classes, Swimming",427
E07000220,GLL,"Gym Workout, Swimming",153
E07000220,GLL,"Legs, Bums & Tums, Swimming",7
E07000220,GLL,"Social Activities, Swimming",23
E07000220,GLL,Swimming,16
E07000220,GLL,"Swimming, Swimming",482
E07000221,British Triathlon,Triathlon,1
E07000221,Everyone Active,,126955
E07000221,Everyone Active,Body Combat™,5
E07000221,Everyone Active,Bootcamp,10
E07000221,Everyone Active,Indoor Cycling,5
E07000221,Everyone Active,Rpm™,10
E07000221,Everyone Active,Soft Play,195
E07000221,Everyone Active,Swimming,5
E07000221,Exercise Anywhere,Nordic Walking,12
E07000221,Halo,,9534
E07000221,Playwaze,FitSteps®,8
E07000222,Everyone Active,,81160
E07000222,Everyone Active,Abs/Core,5
E07000222,Everyone Active,Indoor Cycling,15
E07000222,Exercise Anywhere,Nordic Walking,72
E07000222,GoodGym,Running,3
E07000223,Bookwhen,Bounce,40
E07000223,Playwaze,Zumba®,4
E07000223,Playwaze,Zumba® Gold,8
E07000224,British Triathlon,Triathlon,1
E07000224,Exercise Anywhere,Nordic Walking,54
E07000225,Bookwhen,Zumba®,48
E07000225,British Triathlon,Triathlon,2
E07000225,Everyone Active,,109345
E07000225,Exercise Anywhere,Nordic Walking,60
E07000225,Playwaze,Martial Arts,4
E07000226,Everyone Active,,52190
E07000226,Everyone Active,Body Jam™,5
E07000226,Everyone Active,Bodybalance™,5
E07000226,Everyone Active,Pilates,20
E07000226,Everyone Active,Sprint®,5
E07000227,Bookwhen,Zumba®,16
E07000227,British Triathlon,Triathlon,1
E07000227,Exercise Anywhere,Nordic Walking,3
E07000227,Places Leisure,,34895
E07000227,Places Leisure,Group Exercise,5
E07000227,Places Leisure,Swimming,80
E07000227,Playwaze,Dance Fitness,4
E07000227,TeamUp,,2781
E07000228,Bookwhen,Bounce,72
E07000228,British Triathlon,Triathlon,4
E07000228,Places Leisure,,49860
E07000228,Places Leisure,Abs/Core,5
E07000228,Places Leisure,Bodybalance™,5
E07000228,Places Leisure,Bodypump™,5
E07000228,Places Leisure,Boxercise,10
E07000228,Places Leisure,Core Stability,5
E07000228,Places Leisure,"General Fitness for Older Adults, Pickleball",5
E07000228,Places Leisure,Group Exercise,15
E07000228,Places Leisure,HIIT,5
E07000228,Places Leisure,Indoor Cycling,15
E07000228,Places Leisure,Pilates,20
E07000228,Places Leisure,Short Mat Bowls,5
E07000228,Places Leisure,Swimming,5
E07000228,Playwaze,FitSteps®,4
E07000228,Playwaze,Zumba® Gold,4
E07000229,Exercise Anywhere,Nordic Walking,12
E07000229,GoodGym,Running,1
E07000229,Playwaze,Zumba® Gold,12
E07000234,Everyone Active,,30330
E07000234,Everyone Active,Stretch Class,5
E07000235,British Triathlon,Aquathlon,6
E07000235,British Triathlon,Triathlon,1
E07000235,Halo,,8517
E07000235,Playwaze,FitSteps®,28
E07000236,British Triathlon,Triathlon,1
E07000237,Exercise Anywhere,Nordic Walking,18
E07000237,GoodGym,Running,7
E07000237,Playwaze,Wheelchair Basketball,8
E07000237,TeamUp,,318
E07000238,Bookwhen,Yoga,196
E07000238,British Triathlon,Aquathlon,4
E07000238,British Triathlon,Triathlon,1
E07000238,Rivers Fitness,,17730
E07000238,TeamUp,,2079
E07000239,TeamUp,,4728
E07000239,TeamUp,Crossfit,12
E07000240,Bookwhen,Bounce,12
E07000240,Bookwhen,"Dance, Dance Fitness",12
E07000240,British Triathlon,Triathlon,1
E07000240,Everyone Active,,170295
E07000240,Everyone Active,Dance Aerobics,5
E07000240,Everyone Active,HIIT,15
E07000240,Everyone Active,Hot Yoga,5
E07000240,Everyone Active,Indoor Cycling,5
E07000240,Everyone Active,Pilates,15
E07000240,Everyone Active,Restorative Yoga,5
E07000240,Everyone Active,Swimming,30
E07000240,Everyone Active,Yoga,5
E07000240,Exercise Anywhere,Nordic Walking,78
E07000240,Played,Beach Volleyball,384
E07000240,Playwaze,FitSteps®,12
E07000240,School Enterprises Ltd,Sports Hall,32238
E07000240,TeamUp,,2034
E07000240,TeamUp,Functional Fitness,9
E07000241,Better,Aerobics,8
E07000241,Better,Aqua Aerobics,8
E07000241,Better,"Aqua Fit (Deep Water), Aqua Aerobics",8
E07000241,Better,Badminton,24
E07000241,Better,Body Conditioning,48
E07000241,Better,"Body Conditioning, Group Exercise",4
E07000241,Better,Boxfit,12
E07000241,Better,Circuit Training,28
E07000241,Better,"Climbing, Trampolining",1172
E07000241,Better,"Core Stability, Abs/Core, Group Exercise",8
E07000241,Better,"Dance Fitness, Group Exercise",36
E07000241,Better,Diving,336
E07000241,Better,Functional Fitness,32
E07000241,Better,Group Exercise,8
E07000241,Better,Gymnastics,4
E07000241,Better,"Hatha Yoga, Yoga",44
E07000241,Better,HIIT,24
E07000241,Better,Indoor Cycling,96
E07000241,Better,Legs Bums And Tums,12
E07000241,Better,Multisports,24
E07000241,Better,Pickleball,8
E07000241,Better,Pilates,52
E07000241,Better,Pump Fx,44
E07000241,Better,Soft Play,6720
E07000241,Better,Squash,4
E07000241,Better,Step Aerobics,4
E07000241,Better,Strength and Conditioning,8
E07000241,Better,Swimming,40804
E07000241,Better,"Swimming, Aqua Aerobics",228
E07000241,Better,Table Tennis,16
E07000241,Better,Tai Chi,8
E07000241,Better,Tennis,60
E07000241,Better,Trampolining,5760
E07000241,Better,Yoga,16
E07000241,Better,Zumba®,48
E07000241,Bookwhen,Boxercise,4
E07000241,Bookwhen,Cycling,20
E07000241,Bookwhen,"Dance, Dance Fitness",36
E07000241,Bookwhen,"Dance, Dance Fitness, Group Exercise",4
E07000241,Bookwhen,Water-Based Classes,40
E07000241,British Triathlon,Triathlon,1
E07000241,Exercise Anywhere,Nordic Walking,3
E07000241,GLL,"Activities for Children, Swimming",18
E07000241,GLL,"Adult Activities, Swimming",27
E07000241,GLL,"Athletics, Swimming",37
E07000241,GLL,"Badminton, Swimming",102
E07000241,GLL,"Basketball, Swimming",143
E07000241,GLL,"Fitness Classes, Swimming",779
E07000241,GLL,"Fitness classes, Swimming",7
E07000241,GLL,"Football, Swimming",53
E07000241,GLL,"Games, Swimming",111
E07000241,GLL,"Gym Workout, Swimming",362
E07000241,GLL,"Legs, Bums & Tums, Swimming",8
E07000241,GLL,"Senior  Activities, Swimming",7
E07000241,GLL,"Social Activities, Swimming",7
E07000241,GLL,"Squash, Swimming",37
E07000241,GLL,Swimming,172
E07000241,GLL,"Swimming, Swimming",359
E07000241,GLL,"Trampoline and Play Park, Swimming",16
E07000241,Playwaze,Ballroom And Latin,4
E07000241,Playwaze,FitSteps®,8
E07000241,Playwaze,Zumba®,4
E07000242,Bookwhen,Bounce,76
E07000242,Bookwhen,"Dance, Dance Fitness",52
E07000242,Chauncy School,Sports Hall,17304
E07000242,England Netball,Netball,12
E07000242,Everyone Active,,64545
E07000242,Everyone Active,Aqua Aerobics,15
E07000242,Everyone Active,Body Combat™,5
E07000242,Everyone Active,Bodypump™,10
E07000242,Everyone Active,Boxing Fitness,5
E07000242,Everyone Active,Group Exercise,5
E07000242,Everyone Active,Gym Workout,10
E07000242,Everyone Active,Personal Training,45
E07000242,Everyone Active,Strength and Conditioning,5
E07000242,Everyone Active,Yin Yoga,5
E07000242,Everyone Active,Zumba®,10
E07000242,Exercise Anywhere,Nordic Walking,45
E07000242,Playwaze,FitSteps®,4
E07000242,Playwaze,FitSteps® FAB,4
E07000242,TeamUp,,639
E07000243,England Netball,Walking Netball,9
E07000243,Everyone Active,,36135
E07000243,Everyone Active,Boxing Fitness,5
E07000244,British Triathlon,Triathlon,3
E07000244,Everyone Active,,69920
E07000244,Everyone Active,Pilates,5
E07000244,Everyone Active,Swimming,5
E07000244,Places Leisure,,23975
E07000244,Places Leisure,Step Aerobics,5
E07000244,TeamUp,,3
E07000245,Bookwhen,"Yin Yoga, Yoga",24
E07000245,British Triathlon,Triathlon,1
E07000245,Exercise Anywhere,Nordic Walking,15
E08000001,,,2595
E08000001,British Triathlon,Triathlon,2
E08000001,GoodGym,Running,2
E08000001,Serco Leisure,,3315
E08000002,gmcommunitylettings,Sports Hall,22506
E08000003,Better,,56790
E08000003,Better,Basketball,80
E08000003,Better,Gym Workout,200
E08000003,Better,HIIT,88
E08000003,Better,Legs Bums And Tums,32
E08000003,Better,Soft Play,2524
E08000003,Better,Swimming,55508
E08000003,Bookwhen,Gymnastics,8
E08000003,Bookwhen,"Gymnastics, Soft Play",20
E08000003,Courts Club,Sports Hall,20054
E08000003,Everyone Active,,22170
E08000003,Everyone Active,Dance Fitness,5
E08000003,Everyone Active,Pilates,5
E08000003,GLL,"Activities for Children, Swimming",8
E08000003,GLL,"Adult Activities, Swimming",636
E08000003,GLL,"Athletics, Swimming",244
E08000003,GLL,"Badminton, Swimming",229
E08000003,GLL,"Basketball, Swimming",70
E08000003,GLL,"Family Activities, Swimming",8
E08000003,GLL,"Fitness Classes, Swimming",2269
E08000003,GLL,"Fitness classes, Swimming",8
E08000003,GLL,"Football, Swimming",25
E08000003,GLL,"Games, Swimming",180
E08000003,GLL,"Gym Workout, Swimming",1819
E08000003,GLL,"Healthwise, Swimming",1
E08000003,GLL,"Kids Activities , Swimming",75
E08000003,GLL,"Legs, Bums & Tums, Swimming",136
E08000003,GLL,"Social Activities, Swimming",45
E08000003,GLL,"Squash, Swimming",95
E08000003,GLL,Swimming,1581
E08000003,GLL,"Swimming, Swimming",3454
E08000003,GLL,"Watersports, Swimming",9
E08000003,gmcommunitylettings,Sports Hall,10336
E08000003,GoodGym,Running,8
E08000003,Manchester Communication Academy,Sports Hall,27638
E08000003,Playwaze,Aerial,8
E08000003,Playwaze,Athletics,12
E08000003,Playwaze,Basketball,8
E08000003,Playwaze,Canoeing,12
E08000003,Playwaze,Futsal,8
E08000003,Playwaze,Karate,4
E08000003,Playwaze,Natural Movement,12
E08000003,Playwaze,Squash,4
E08000003,Playwaze,Volleyball,8
E08000004,Bookwhen,Group Exercise,16
E08000004,Exercise Anywhere,Nordic Walking,42
E08000004,Playwaze,Skipping,4
E08000005,,Sports Hall,6850
E08000005,Bookwhen,"Group Exercise, Interval Training",8
E08000005,Bookwhen,Rebound,56
E08000005,Kingsway Park High School,Sports Hall,66284
E08000006,,,16695
E08000006,Actihire,Sports Hall,113648
E08000006,gmcommunitylettings,Sports Hall,83416
E08000006,GoodGym,Running,1
E08000006,Played,Golf,96
E08000006,Playwaze,11-a-side,4
E08000007,Bookwhen,Karate,20
E08000007,GoodGym,Running,7
E08000007,Life Leisure,,42918
E08000007,TeamUp,,1209
E08000007,TeamUp,Yoga,3
E08000008,Actihire,Sports Hall,302974
E08000008,Active Tameside,,20295
E08000008,England Netball,Netball,1
E08000008,Exercise Anywhere,Nordic Walking,63
E08000009,Actihire,Sports Hall,78632
E08000009,British Triathlon,Triathlon,5
E08000009,Exercise Anywhere,Nordic Walking,3
E08000009,Playwaze,Canoeing,4
E08000010,Actihire,Sports Hall,51734
E08000010,TeamUp,,2364
E08000012,Bookwhen,"Artistic Gymnastics, Cheer Dance, Cheerleading, Dance, Gymnastics, Jazz Fitness",4
E08000012,Bookwhen,Pilates,180
E08000012,GoodGym,Running,28
E08000012,Playwaze,Badminton,12
E08000012,Playwaze,Bootcamp,8
E08000012,Playwaze,Fencing,4
E08000012,Playwaze,Gym Workout,40
E08000012,Playwaze,Other,40
E08000012,TeamUp,,3858
E08000012,TeamUp,Weight Training,6
E08000013,Playwaze,Wheelchair Basketball,4
E08000014,British Triathlon,Triathlon,1
E08000014,Playwaze,FitSteps®,16
E08000014,TeamUp,,990
E08000014,TeamUp,Pole Fitness,3
E08000017,Actihire,Sports Hall,182932
E08000017,Bookwhen,Pilates,44
E08000017,British Triathlon,Duathlon,12
E08000018,British Triathlon,"Triathlon, Duathlon",3
E08000018,Places Leisure,,40715
E08000021,Better,Soft Play,9672
E08000021,Better,Trampolining,480
E08000021,Bookwhen,Dance,12
E08000021,GLL,"Adult Activities, Swimming",45
E08000021,GLL,"Athletics, Swimming",39
E08000021,GLL,"Badminton, Swimming",26
E08000021,GLL,"Fitness Classes, Swimming",643
E08000021,GLL,"Football, Swimming",90
E08000021,GLL,"Games, Swimming",26
E08000021,GLL,"Gym Workout, Swimming",319
E08000021,GLL,"Healthwise, Swimming",6
E08000021,GLL,"Kids Activities , Swimming",90
E08000021,GLL,"Legs, Bums & Tums, Swimming",20
E08000021,GLL,"Senior  Activities, Swimming",6
E08000021,GLL,Swimming,232
E08000021,GLL,"Swimming, Swimming",220
E08000021,GLL,"Trampoline Park, Swimming",28
E08000021,GoodGym,Running,7
E08000021,TeamUp,,5304
E08000022,Blue Flames Sporting Club Limited,Sports Hall,15552
E08000022,GoodGym,Running,1
E08000022,Playwaze,FitSteps®,12
E08000022,Playwaze,Weightlifting,32
E08000024,British Triathlon,Duathlon,1
E08000024,England Netball,Walking Netball,14
E08000024,Everyone Active,,170760
E08000024,Everyone Active,Rpm™,5
E08000024,Everyone Active,Yoga,5
E08000024,Exercise Anywhere,Nordic Walking,15
E08000024,Playwaze,Badminton,4
E08000024,Playwaze,Other,40
E08000024,TeamUp,,1260
E08000025,Birmingham City Council,,11015
E08000025,Bishop Challoner Sports Centre,Sports Hall,11224
E08000025,Bookwhen,Clubbercise,24
E08000025,Bookwhen,Dance,8
E08000025,Bookwhen,Folk Dance,4
E08000025,England Netball,Netball,33
E08000025,England Netball,Walking Netball,50
E08000025,GLL,"Fitness Classes, Swimming",147
E08000025,GLL,"Gym Workout, Swimming",64
E08000025,GLL,"Legs, Bums & Tums, Swimming",31
E08000025,GoodGym,Running,7
E08000025,Harborne Cricket Club,Sports Hall,12902
E08000025,Played,Tennis,240
E08000025,Playwaze,Aquathon,40
E08000025,Playwaze,Athletics,4
E08000025,Playwaze,Chair Based Exercise,4
E08000025,Playwaze,Cycling,4
E08000025,Playwaze,Fencing,16
E08000025,Playwaze,FitSteps®,8
E08000025,Playwaze,Wheelchair Basketball,4
E08000025,Serco Leisure,,39798
E08000025,TeamUp,,1206
E08000025,West Heath Primary School,Sports Hall,74416
E08000026,British Cycling,Road Cycling,1
E08000026,British Triathlon,Triathlon,1
E08000026,Earlsdon Rugby Club,Sports Hall,33216
E08000026,GoodGym,Running,9
E08000027,British Triathlon,Triathlon,1
E08000028,British Triathlon,Triathlon,4
E08000028,British Triathlon,"Triathlon, Swimming",1
E08000028,England Netball,Netball,20
E08000028,England Netball,Walking Netball,1
E08000029,Bookwhen,Clubbercise,12
E08000029,Everyone Active,,77965
E08000029,Everyone Active,Aqua Fit,5
E08000029,Everyone Active,Bodybalance™,5
E08000029,Everyone Active,Pilates,5
E08000029,Playwaze,FitSteps®,12
E08000030,Actihire,Sports Hall,123732
E08000030,England Netball,Walking Netball,23
E08000030,Exercise Anywhere,Nordic Walking,48
E08000030,GLL,"Fitness Classes, Swimming",213
E08000030,GLL,"Gym Workout, Swimming",89
E08000030,GLL,"Legs, Bums & Tums, Swimming",12
E08000031,Actihire,Sports Hall,826
E08000032,British Triathlon,Triathlon,1
E08000032,Exercise Anywhere,Nordic Walking,12
E08000032,GLL,"Fitness Classes, Swimming",52
E08000032,GoodGym,Running,1
E08000032,Playwaze,Badminton,4
E08000032,TeamUp,,126
E08000033,Actihire,Sports Hall,229360
E08000033,Bookwhen,Bounce,44
E08000033,Exercise Anywhere,Nordic Walking,30
E08000034,Actihire,Sports Hall,271010
E08000034,Bookwhen,Flexibility/Stretching,4
E08000034,Bookwhen,"Group Exercise, Hoop Dance, Powerhoop",20
E08000034,Bookwhen,"Pole Dancing, Pole Fitness",240
E08000034,British Triathlon,Triathlon,1
E08000034,England Netball,Netball,1
E08000034,Exercise Anywhere,Nordic Walking,3
E08000035,Actihire,Sports Hall,268478
E08000035,Bookwhen,"Group Exercise, Hoop Dance, Powerhoop",16
E08000035,Bookwhen,Pilates,124
E08000035,Bookwhen,Weight Training,32
E08000035,Bookwhen,Yoga,16
E08000035,British Triathlon,Triathlon,3
E08000035,England Netball,Netball,9
E08000035,England Netball,Walking Netball,9
E08000035,GoodGym,Running,23
E08000035,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,5583
E08000035,Playwaze,Aerobics,8
E08000035,Playwaze,FitSteps®,96
E08000035,Playwaze,Karate,4
E08000035,Playwaze,Other,16
E08000035,TeamUp,,30
E08000035,TeamUp,Yin Yoga,3
E08000036,Playwaze,FitSteps®,16
E08000036,TeamUp,,492
E08000036,TeamUp,Personal Training,3
E08000037,Better,Circuit Training,84
E08000037,Better,HIIT,132
E08000037,Better,Soft Play,5416
E08000037,Better,Swimming,41204
E08000037,Better,"Swimming, Aqua Aerobics",68
E08000037,Bookwhen,Bounce,36
E08000037,Bookwhen,Metafit,8
E08000037,Bookwhen,MetaPWR,20
E08000037,Bookwhen,P90X,16
E08000037,GLL,Children's Activities,68
E08000037,GLL,"Children's Activities, Swimming",24
E08000037,GLL,Fitness Classes,8
E08000037,GLL,"Fitness Classes, Children's Activities",50
E08000037,GLL,"Fitness Classes, Swimming",294
E08000037,GLL,Gym Workout,41
E08000037,GLL,"Gym Workout, Swimming",222
E08000037,GLL,Kids Activities ,17
E08000037,GLL,"Legs, Bums & Tums, Swimming",31
E08000037,GLL,Swimming,89
E08000037,GLL,"Swimming, Gym Workout",41
E08000037,GLL,"Swimming, Swimming",675
E08000037,Playwaze,FitSteps®,16
E08000039,,Tennis,25
E08000039,Actihire,Sports Hall,43488
E08000039,Bookwhen,"Activity Holiday Camp, Circus Skills",4
E08000039,Bookwhen,"Aerial Discipline, Circus Skills",100
E08000039,Bookwhen,"Aerial, Aerial Discipline, Circus Skills",4
E08000039,Bookwhen,"Aerial, Circus Skills",108
E08000039,England Netball,Netball,1
E08000039,England Netball,Walking Netball,47
E08000039,Everyone Active,,144360
E08000039,Everyone Active,Athletics,15
E08000039,Everyone Active,Badminton,15
E08000039,Everyone Active,Bodypump™,5
E08000039,Everyone Active,Gym Workout,20
E08000039,Everyone Active,Multi Fitness,10
E08000039,Everyone Active,Pickleball,5
E08000039,Everyone Active,Swimming,5
E08000039,GoodGym,Running,32
E08000039,Places Leisure,,27060
E08000039,Places Leisure,Bodyattack™,5
E08000039,Places Leisure,Group Exercise,5
E08000039,Places Leisure,Legs Bums And Tums,25
E08000039,Playwaze,Aerial Hoop,16
E08000039,Playwaze,Aerial Silks,12
E08000039,Playwaze,FitSteps®,4
E08000039,Playwaze,Flexibility/Stretching,20
E08000039,Playwaze,Pole Fitness,40
E08000039,Playwaze,Sailability,4
E09000001,GoodGym,Running,2
E09000002,Everyone Active,,71385
E09000002,Everyone Active,Group Exercise,35
E09000002,Everyone Active,HIIT,10
E09000002,Everyone Active,Zumba®,5
E09000002,GLL,"Clip 'n Climb, Swimming",29
E09000002,GLL,"Fitness Classes, Swimming",243
E09000002,GLL,"Kids Activities , Swimming",31
E09000002,GLL,"Legs, Bums & Tums, Swimming",37
E09000002,GLL,"Skate Park, Swimming",50
E09000002,GLL,"Trampoline Park, Swimming",115
E09000002,GoodGym,Running,3
E09000003,Ashmole Trust,Sports Hall,1676448
E09000003,Better,Aerobics,52
E09000003,Better,Aqua Aerobics,296
E09000003,Better,Badminton,56
E09000003,Better,Ballet Fitness,72
E09000003,Better,Basketball,372
E09000003,Better,Body Combat™,120
E09000003,Better,Body Conditioning,476
E09000003,Better,"Body Conditioning, Group Exercise",52
E09000003,Better,Boxfit,24
E09000003,Better,Circuit Training,260
E09000003,Better,Climbing,172
E09000003,Better,"Core Stability, Abs/Core, Group Exercise",216
E09000003,Better,Dance,28
E09000003,Better,"Dance Fitness, Group Exercise",80
E09000003,Better,Functional Fitness,424
E09000003,Better,Group Exercise,336
E09000003,Better,Gymnastics,92
E09000003,Better,"Hatha Yoga, Yoga",1080
E09000003,Better,HIIT,304
E09000003,Better,"HIIT, Group Exercise",20
E09000003,Better,Indoor Cycling,1368
E09000003,Better,Legs Bums And Tums,28
E09000003,Better,Multisports,56
E09000003,Better,Pickleball,184
E09000003,Better,Pilates,704
E09000003,Better,Pump Fx,228
E09000003,Better,Rebound,52
E09000003,Better,Rock Climbing,264
E09000003,Better,Soft Play,1872
E09000003,Better,Step Aerobics,48
E09000003,Better,Swimming,35956
E09000003,Better,Walking Football,28
E09000003,Better,Walking Netball,24
E09000003,Better,Yoga,148
E09000003,Better,Zumba®,472
E09000003,Bookwhen,"Dance, Dance Fitness",44
E09000003,England Netball,Netball,4
E09000003,Everyone Active,,3440
E09000003,GLL,"Children's Activities, Swimming",9
E09000003,GLL,"Climbing , Swimming",149
E09000003,GLL,Fitness Classes,17
E09000003,GLL,"Fitness Classes, Swimming",2279
E09000003,GLL,"Fitness classes, Swimming",24
E09000003,GLL,"Gym Workout, Swimming",560
E09000003,GLL,"Legs, Bums & Tums, Swimming",61
E09000003,GLL,"Social Activities, Swimming",8
E09000003,GLL,Swimming,305
E09000003,GLL,"Swimming, Swimming",914
E09000003,GLL,"Trampoline and Play Park, Swimming",38
E09000003,GoodGym,Running,15
E09000003,Haringey Council,Sports Hall,404
E09000003,Played,,148
E09000003,Playwaze,Other,8
E09000003,Princes Park Youth Football Club,Sports Hall,604
E09000003,School Enterprises Ltd,Sports Hall,51444
E09000003,TeamUp,,477
E09000004,Better,Body Conditioning,324
E09000004,Better,"Body Conditioning, Group Exercise",80
